0 [0.00e+00]
1000 [2.45e-02]
2000 [3.05e-02]
3000 [3.09e-02]
4000 [3.11e-02]
5000 [3.13e-02]
6000 [3.14e-02]
7000 [3.15e-02]
8000 [3.16e-02]
9000 [3.16e-02]
10000 [3.16e-02]
11000 [3.16e-02]
12000 [3.16e-02]
13000 [3.17e-02]
14000 [3.16e-02]
15000 [3.17e-02]
16000 [3.17e-02]
17000 [3.18e-02]
18000 [3.17e-02]
19000 [3.18e-02]
20000 [3.17e-02]
